NAME,the_geom,TEL,URL,ADDRESS1,ADDRESS2,CITY,ZIP
Adelson Galleries,POINT (-73.95485347510008 40.77602747338123),(212) 439-6800,http://www.adelsongalleries.com/,219 E 82nd St,,New York,10028
Adler & Conkright Fine Art Llc,POINT (-73.96624091514376 40.770975244655446),(212) 772-7509,http://www.adlerconkrightarts.com/,24 E 71st St,,New York,10021
African Arts Center Inc,POINT (-74.00566649112767 40.751919578935706),(212) 244-6914,http://yp.blogflux.com/directory/us/new-york/new-york/african-arts-center-inc/,615 W 27th St,,New York,10001
Africart Motherland Inc,POINT (-73.9473959108493 40.81484873741814),(212) 368-6802,http://local.botw.org/New_York/New_York/Africart_Motherland_Inc/77934896.html,2478 Frederick Douglas Blvd,,New York,10027
Agora Gallery,POINT (-74.00462798050833 40.74943954389719),212-226-4151,http://www.agora-gallery.com/,530 W 25th St,,New York,10001
Akira Ikeda Gallery,POINT (-74.00198720202906 40.731598062845464),(212) 366-5449,http://www.akiraikedagallery.com/,17 Cornelia St,,New York,10014
Alan Brasington Inc,POINT (-74.00465111517532 40.73792128413487),(212) 366-9996,http://www.nyc.com/arts__attractions/alan_brasington_inc.187/editorial_review.aspx,23 8th Ave,,New York,10014
Alaska on Madison,POINT (-73.96107281271044 40.77729595234076),(212) 879-1782,http://www.alaskaonmadison.com/,1065 Madison Ave,,New York,10028
Alexander and Bonin,POINT (-74.00599210995543 40.74468740455551),(212) 367-7474,http://www.alexanderandbonin.com/,132 10th Ave,,New York,10011
Alexander's Sculptural Svce,POINT (-73.97794941736475 40.749983526424735),(212) 867-8866,http://www.nyc.com/arts__attractions/alexanders_sculptural_svce.1805/whats_nearby.aspx,117 E 39th St,,New York,10016
Alexandre Gallery,POINT (-73.97161806065871 40.76226849395318),(212) 755-2828,http://www.alexandregallery.com,41 E 57th St,,New York,10022
Alliance of Queens Artists,POINT (-73.85334628561375 40.71066978214045),(718) 520-9842,http://www.arts4u.org/,99-10 Metropolitan Ave.,,Forest Hills,11375
Blum Peter-Blum Arts,POINT (-74.00107688198324 40.72459069512193),(212) 343-0441,http://peterblumgallery.com/exhibitions,99 Wooster St,,New York,10012
Alter Silver Gallery Corp,POINT (-73.9657483087514 40.75820702064953),(212) 750-1928,http://www.ikarma.com/biz/New+York/New+York/Alter+Silver+Gallery+Corporation/%28212%29750-1928/,1050 2nd Ave,,New York,10022
American European Fine Art Inc,POINT (-73.95473277767529 40.78188518223692),(212) 517-4010,http://www.artincontext.org,115 E 89th St,,New York,10128
American Fine Arts Co,POINT (-74.00610750035331 40.74749326770152),(212) 941-0401,http://www.nileguide.com/destination/new-york/things-to-do/american-fine-arts-co/507977,530 W 22nd St,,New York,10011
American Folk Art Museum - Eva and Morris Feld Gallery,POINT (-73.98142236076949 40.773145324578465),(212) 595-9533,http://www.folkartmuseum.org/default.asp?id=509,2 Lincoln Square,,New York,10023
Ameringer & Yohe Fine Arts,POINT (-74.00570231168705 40.747676900804294),(212) 445-0051,http://www.ameringer-yohe.com/,525 West 22nd Street,,New York,10011
Amos Eno Gallery,POINT (-73.98909223945212 40.702839860367),(718) 237-3001,http://www.amoseno.org/,111 Front Street,,Brooklyn,11201
An American Space,POINT (-73.9537319541543 40.7834768790123),(212) 426-2879,http://www.artinfo.com/galleryguide/11631/119/an-american-space-gallery/visit/,118 E 92nd St,,New York,10128
Ancient Art of the New World Inc,POINT (-73.95334298863992 40.76900975698234),(212) 737-3766,http://www.manta.com/coms2/dnbcompany_6k57c8,525 E 72nd St,,New York,10021
Andover Gallery,POINT (-73.99023922743137 40.72083117119045),(212) 473-1722,http://new_york.ny.ooberunder.com/7385653-andover.gallery,60 Rivington St,,New York,10002
Andrew Edlin Gallery,POINT (-74.00584416050778 40.744698184918754),(212) 206-9723,http://edlingallery.com/,134 Tenth Avenue,,New York,10011
Andy Warhol Authentication Board Inc,POINT (-74.0065781938964 40.7464976437538),(212) 727-1735,http://www.warholfoundation.org/legacy/authentication_procedure.html,525 W 20th St,,New York,10011
Angel Orensanz Foundation,POINT (-73.98566578523841 40.7211425940389),(212) 780-0175,http://www.orensanz.org/home.php,172 Norfolk St,,New York,10002
Anita Friedman Fine Arts,POINT (-73.96348524835835 40.77479505310624),(212) 472-1527,http://www.artnet.com/gallery/406/anita-friedman-fine-arts.html,980 Madison Ave,,New York,10021
Annex the,POINT (-74.0072691859354 40.751751244756214),(646) 638-3785,http://oneartworld.com/The+Annex.html,601 W 26th St,,New York,10001
Annie Yau Gallery,POINT (-73.97318628787116 40.78882752190978),(212) 580-2980,http://www.upnext.com/venue/new-york-recreation/annie-yau-gallery/11640.htm,173 W 88th St,,New York,10024
Annina Nosei Gallery,POINT (-74.00603307178372 40.74745710909231),(212) 741-8695,http://www.patrickgrant.net/genome_angallery.htm,528 W 22nd St,,New York,10011
Anthony Grant Inc,POINT (-73.97595129099413 40.764030920387206),(212) 755-0434,http://anthonygrantinc.com/Movie1_LANY.swf,37 W 57th St,,New York,10019
Antik,POINT (-74.00559642923686 40.71861368160094),(212) 343-0471,http://www.antik-nyc.net/,104 Franklin St,,New York,10013
Antiquarium Fine Ancient Arts Gallery Ltd,POINT (-73.96448583694475 40.77370829773766),(212) 734-9776,http://local.botw.org/New_York/New_York/Antiquarium_Fine_Ancient_Arts_Gallery_LTD/950985.html,948 Mad Ave,,New York,10001
Anton Kern Gallery Inc,POINT (-74.0071625805658 40.74626698919683),(212) 965-1706,http://antonkerngallery.com/artist.php?aid=16,532 W 20th St,,New York,10011
Apex Art,POINT (-74.00442891117446 40.719029423996275),(212) 431-5270,http://www.apexart.org/,291 Church St,,New York,10013
April's Gallery,POINT (-73.9477984775635 40.82550711004373),(212) 694-4538,http://find.mapmuse.com/details/art-galleries/9528834/aprils-gallery,501 W 145th St,,New York,10031
Arader W Graham Gallery,POINT (-73.96506780787688 40.771919812794174),(212) 628-3668,http://www.aradergalleries.com/,29 E 72nd St,,New York,10021
Arash Gallery,POINT (-73.96632495463712 40.758354983332694),(212) 759-4999,http://www.leftlinks.org/photography/main.php,1051 2nd Ave,,New York,10022
Arcadia Fine Arts,POINT (-74.00191255468341 40.72233560547136),(212) 965-1387,http://www.arcadiafinearts.com/home.html,51 Greene St,,New York,10013
Archibald Arts,POINT (-73.99447221869303 40.76045676364441),(212) 247-5087,http://www.archibaldarts.com/,602 10th Ave,,New York,10036
Archive Consulting & Management Services,POINT (-74.00406816395126 40.74945618747075),(212) 242-7767,http://www.yellowpages.com/info-1271752/Archive-Consulting-Management-Services,511 W 25th St,,New York,10001
Ariel Meyerowitz Gallery,POINT (-73.95720540498857 40.74562272150074),(917) 685-0089,http://www.arielmeyerowitz.com/,4720 Center Blvd.,Suite #2005,Long Island City,11109
Ariston Development Group,POINT (-74.00720672426719 40.738630448977844),(212) 924-1688,http://www.yellowbot.com/ariston-development-group-new-york-ny.html,78 Horatio St,,New York,10014
Arleen G Becker Gallery Inc,POINT (-73.98078712426901 40.74557327933392),(347) 525-7074,http://www.agbgallery.com/,200 Lexington Avenue,,New York,10022
Art & Interiors Inc,POINT (-73.96625646159961 40.76095557965403),(212) 754-9900,http://www.ziplocal.com/companies/102881788-Art-Interiors-Inc,979 3rd Ave,,New York,10022
Art Advice Corporate Art Consultants,POINT (-73.97844632760412 40.744572073525504),(212) 683-5611,http://www.artadvice-ny.com/,200 E 33rd St,Lbby,New York,10016
Art Advisory Svces Inc,POINT (-73.96938236367227 40.764001186042606),(212) 935-1272,http://www.artadvisoryservices.com/,530 Park Ave,,New York,10065
Art Asap,POINT (-73.99102178777146 40.764162754909265),(212) 258-3598,http://www.livevillage.com/newyork/art/art-asap-444-w-50th-st.html,444 W 50th St,,New York,10019
Art Auction Advisory Svces,POINT (-73.96934511430464 40.76406092278879),(212) 935 1272,http://www.artadvisoryservices.com/newsletter_08-sep.pdf,530 Park Avenue,,New York,10065
Art Avenues Inc,POINT (-73.98484183259625 40.77886824857134),(212) 874-6305,http://www.merchantcircle.com/business/Art.Avenues.Inc.New.York.NY.212-874-6305,240 W End Ave,,New York,10023
Art Finds,POINT (-73.97973389273444 40.79017492134076),(212) 724-4132,http://newyork.citysearch.com/profile/7169370/new_york_ny/art_finds.html,140 Riverside Dr,,New York,10024
Blumka Gallery,POINT (-73.95986031902645 40.76968727518326),(212) 734-3222,http://www.blumkagallery.com/,209 E 72nd St,,New York,10021
Art Gallery & Custom Framing,POINT (-73.99179292850394 40.73243385000468),(212) 473-6802,http://local.botw.org/New_York/New_York/799_Art_Gallery_and_Custom_Framing/112964310.html,799 Broadway,,New York,10003
Art In General,POINT (-74.00187734226864 40.71809470427269),(212) 219-0473,http://www.artingeneral.org/,79 Walker St,,New York,10013
Art Loft Gallery,POINT (-73.99773834075489 40.72119226004358),(212) 343-3005,http://m.nyc.com/arts__attractions/art_loft_gallery.1697/whats_nearby.aspx?sec=att,199 Lafayette St,,New York,10012
Art Merchandising and Media Inc,POINT (-73.96958162555178 40.766684593083745),(212) 759-0777,http://www.nyc.com/arts__attractions/art_merchandising_and_media_inc.912/map_location.aspx,26 E 64th St,Bsmt,New York,10021
Art Metaphysics Education,POINT (-73.99233661009842 40.756067985751834),(212) 736-0999,http://www.nyc.com/arts__attractions/art_metaphysics_education.881/editorial_review.aspx,323 W 39th St,,New York,10018
Art Placement International,POINT (-73.95878267381052 40.77733032956459),(212) 517-8740,http://m.nyc.com/arts__attractions/art_placement_international.449/map_location.aspx,957 Park Ave,Apt 5W,New York,10028
Art Projects International Inc,POINT (-74.00940343348547 40.72229804091343),(212) 343-2599,http://www.artprojects.com/,429 Greenwich St,Ph,New York,10013
Art Resources Transfer Inc,POINT (-74.00595090831266 40.749984570237736),(646) 486-2387,http://www.artresourcestransfer.org/,210 11th Ave,,New York,10001
Art Student Showcase Inc,POINT (-73.99720725800789 40.72310856403507),(212) 941-9471,http://www.yellowbot.com/art-student-showcase-incorporated-new-york-ny.html,248 Lafayette St,,New York,10012
Art Vue,POINT (-73.9800983571645 40.671529522114525),(212) 995-2008,http://www.artvue.com/,441 3rd St,,Brooklyn,11215
Art Wise,POINT (-73.99324200487263 40.74498903638776),(212) 989-3348,http://www.yellowspinny.com/art+wise/bus-41875/,133 W 25th St,,New York,10001
Arte Primitivo-Howard S Rose Gallery,POINT (-73.96929380183833 40.76784299499881),(212) 570-6999,http://www.arteprimitivo.com/,3 E 65th St,,New York,10021
Artefina International Inc,POINT (-73.97523365982514 40.596547373158224),(718) 946-7948,http://www.nyc.com/arts__attractions/artefina_international_inc.1933/whats_nearby.aspx,246 Avenue U,,Brooklyn,11223
Artemis Fine Arts Inc,POINT (-73.96520338983287 40.77279040346651),(212) 288-8488,http://newyork.maplist.org/viewthread.php?tid=414560,23 E 73rd St,,New York,10021
Artenova Ltd,POINT (-73.98126402551996 40.76647974955509),(212) 581-8815,http://ny.citysquares.com/manhattan/clinton/arts-entertainment/artists-art-dealers/artenova-ltd,1780 Broadway,,New York,10019
Arterres,POINT (-73.99715508196216 40.72287262300235),(212) 343-1196,http://www.ibegin.com/directory/us/new-york/new-york/arterres-242-lafayette-st/,242 Lafayette St,,New York,10012
Artique-the Art of Framing Inc,POINT (-73.97067461349071 40.79532708994234),(212) 665-0549,http://www.artiqueonline.com/,2580 Broadway,,New York,10025
Artist Prod Gallery,POINT (-74.00085020193522 40.72034082024991),(212) 477-5699,http://www.nyc.com/arts__attractions/artist_prod_gallery.569/editorial_review.aspx,448 Broadway,,New York,10013
Artists Space,POINT (-74.00187570391502 40.72169943485471),(212) 226-3970,http://www.artistsspace.org/,38 Greene St,,New York,10013
Artlife Gallery,POINT (-74.00476655191915 40.725415004981215),(212) 255-9900,http://www.yellowspinny.com/artlife+gallery/bus-42410/,155 Ave of the Americas,,New York,10013
Art-Lore Inc,POINT (-73.95578568860223 40.738065759799625),(718) 389-7988,http://www.merchantcircle.com/business/Art.Lore.Inc.718-389-7988,1155 Manhattan Ave,,Brooklyn,11222
Artrepreneur,POINT (-73.96511389261455 40.77469948486251),(212) 861-3156,http://www.theartrepreneur.com/,945 5th Ave,,New York,10021
Arts Action Research,POINT (-73.98338749200313 40.68664178336951),(718) 797-3661,http://www.artsaction.com/,423 Atlantic Ave,,Brooklyn,11217
Arts at University Settlement/Speyer Hall,POINT (-73.99119730157719 40.720680151916206),(212) 674-9120,http://www.universitysettlement.org/,185 Eldridge St.,,New York,10002
Arts Du Monde,POINT (-73.99092836171616 40.743583968067256),(212) 243-4477,http://www.artsdumonde.net/,40 W 25th St,,New York,10010
Arts India,POINT (-73.98879876096638 40.74320506078967),(212) 725-6092,http://www.merchantcircle.com/blogs/Arts.India.212-725-6092,206 5th Ave,,New York,10010
Arts Proper International Inc,POINT (-73.97562041606622 40.76346975208143),(212) 586-2810,http://www.nyc.com/arts__attractions/arts_proper_international_inc.1747/whats_nearby.aspx,24 W 57th St,,New York,10019
Artscope Inc,POINT (-73.97009199445296 40.763254120526184),(212) 838-0475,http://local.botw.org/New_York/New_York/Artscope_Inc/1103231.html,502 Park Ave,,New York,10022
Ash Fine Art,POINT (-73.9618353271081 40.775535837495916),(212) 734-0100,http://local.botw.org/New_York/New_York/Ash_Fine_Art/56447074.html,51 E 78th St,,New York,10021
Asher Gallant Gallery,POINT (-73.97259126282007 40.76067960028377),(212) 755-6770,http://www.nyc.com/arts__attractions/asher_gallant_gallery.1791/whats_nearby.aspx,62 E 55th St,,New York,10022
Ashione Art Gallery,POINT (-74.00280458102809 40.73571649956089),(212) 229-0899,http://www.yelp.com/biz/ashione-art-gallery-new-york,41 Perry St,,New York,10014
Ashoka Crafts,POINT (-73.97994522704968 40.78157132600765),(212) 579-9040,http://www.ashokacrafts.com/,202 W 77th St,,New York,10024
Atelier A-E Ent,POINT (-73.99087594403446 40.74237388620432),(212) 620-8103,http://www.atelierae.com/Contact.php,35 West 23rd Street,#3,New York,10010
Atelier International Art Group Inc,POINT (-73.99671187722127 40.72480608921537),(212) 431-0630,http://www.atelierart.com/,594 Broadway,,New York,10012
Atlantic Gallery,POINT (-73.99143107504511 40.74746646219944),(212) 219-3183,http://www.atlanticgallery.org/,135 West 29th St,suite 601,New York,10001
Atmosphere Galleries Inc,POINT (-74.00600863130276 40.74476246542635),(212) 343-9115,http://www.city-data.com/businesses/485663918-atmosphere-galleries-inc-new-york-ny.html,134 10th Ave,,New York,10011
Audiello Fine Art Inc,POINT (-74.0044220151553 40.75009455123575),(212) 675-9082,http://www.massimoaudiello.com/,526 W 26th St,,New York,10001
Audrey C Art & Jewels,POINT (-73.96572040008752 40.763249971573764),(212) 755-8979,http://wap.outalot.com/listings/278910-Audrey-C-Art-Jewels,167 E 61st St,,New York,10021
Australian Aboriginal Fine Art Gallery Of New York,POINT (-73.95015415750696 40.79501690627845),(917) 459-8874,http://www.aboriginalvisions.com/,1255 5th Ave,,New York,10029
Av Art Gallery & Custom Framing Inc,POINT (-73.99938013572218 40.744615751459236),(646) 486-3781,http://loqal.com/av+art+gallery+custom+framing+inc.9.54033737p.home.html,235 8th Ave,,New York,10011
Available Art Llc,POINT (-73.98529286493043 40.685308792518455),(917) 237-1668,http://www.nyc.com/arts__attractions/available_art_llc.905/map_location.aspx,204 Dean St,,Brooklyn,11217
AVC Contemporary Arts Gallery,POINT (-73.97167802578994 40.762183792857236),(212) 888-1122,http://friendseat.com/New-York-NY/Art-Museums-Galleries/AVC-Contemporary-Arts-Gallery,41 E. 57th St.,,New York,10022
Avshalom Eitan Fine Arts,POINT (-73.9386614826445 40.85075794194175),(212) 928-0760,http://fine-art.d-vers.com/,461 Fort Washington Ave,,New York,10033
Axelle Fine Art,POINT (-73.98851197926002 40.68807777539699),(718) 246-1800,http://www.axelle.com/,312 Atlantic Ave,,Brooklyn,11201
Axelle Fine Arts Gallery Ltd,POINT (-74.00149047896814 40.72411800152975),(212) 226-2262,http://www.axelle.com/index.html,148 Spring St,,New York,10012
Aztec Marketing Co,POINT (-74.00648308644872 40.70789856563353),(212) 791-3317,http://www.merchantcircle.com/business/Aztec.Marketing.Co.New.York.NY.212-791-3317,90 John St,,New York,10038
Back To Africa Imports,POINT (-73.98868276932478 40.74347151482428),(212) 462-4848,http://www.back2africa.com/,6 W 26th St,,New York,10010
Back To Roots Inc,POINT (-73.87589510879744 40.667315043315995),(718) 649-3297,http://www.merchantcircle.com/business/Back.to.Roots.Inc.718-649-3297,440 Montauk Ave,,Brooklyn,11208
Bag One Arts,POINT (-73.97606171702485 40.78195247672717),(212) 595-5537,http://local.botw.org/New_York/New_York/Bag_One_Arts/1353721.html,110 W 79th St,,New York,10024
Balalaika Arts & Crafts From Russia & Former Ussr,POINT (-73.94657505515615 40.78336844632731),(212) 722-2594,http://local.botw.org/New_York/New_York/Balalaika_Arts_and_Crafts_From_Russia_and_Former_Ussr/34339337.html,313 E 95th St,,New York,10128
BALMAR REALTY,POINT (-73.9690646648923 40.75945091322308),(212) 702-0132,http://www.nyc.com/arts__attractions/balmar_realty.1777/map_location.aspx,155 E 55TH ST,,New York,10022
Barbara Gladstone Gallery,POINT (-74.00450714605243 40.748880397450456),(212) 206-9300,http://www.gladstonegallery.com/,515 W 24th St,,New York,10011
Baron Boisante Editions,POINT (-74.00725575414192 40.72988710604914),(212) 924-9940,http://www.baronboisante.com/,421 Hudson St,,New York,10014
Barrington Gallery of London Ltd,POINT (-73.97908152115053 40.756502433488485),(212) 302-9546,http://gallerydriver.com/?method=Gallery.GalleryDetail&GalleryID=489C5407-3048-28EB-92AE16503A57B774,572 5th Ave,,New York,10036
Bayo Studios,POINT (-73.93513085993379 40.70365264266154),1-800-939-2296,http://bayostudio.com/,210 Varet Street,,Brooklyn,11206
Beadleston Gallery,POINT (-73.97451739244705 40.7626057748781),(212) 581-7544,http://www.artincontext.org,724 5th Ave,,New York,10019
Behr Thyssen Ltd,POINT (-74.00854193445365 40.72216389522143),(212) 431-7459,http://www.behr-thyssen.com/,165 Hudson Street,,New York,10013
Belanthi,POINT (-73.9929238023326 40.689201818871105),(718) 624-9420,http://yp.blogflux.com/directory/us/new-york/brooklyn/belanthi-142-court-st/,142 Court St,,Brooklyn,11201
Bellwether Gallery,POINT (-74.0059259359394 40.7447310240188),(212) 929-5959,http://www.bellwethergallery.com/,134 10th Ave,,New York,10011
Bench Dogs,POINT (-73.96628257552109 40.710321511428695),(718) 486-7338,http://yp.blogflux.com/directory/us/new-york/brooklyn/bench-dogs-60-broadway/,60 Broadway,,Brooklyn,11211
Benedetti Gallery Inc,POINT (-73.99603743947266 40.72326204494683),(212) 226-2238,"http://www.wcities.com/en/record/298,64993/33/record.html",52 Prince St,,New York,10012
Bernarducci Meisel Gallery,POINT (-73.97603744051094 40.76406500441014),(212) 593-3757,http://www.bernarduccimeisel.com/index.php,37 W 57th St,,New York,10019
Bernstein David Primitive Art,POINT (-73.96377490774012 40.77042906088558),(212) 794-0389,http://www.precolumbianart4sale.com/,737 Park Ave,,New York,10021
Berry-Hill Galleries Inc,POINT (-73.9667430851897 40.770844831227215),(212) 744-2300,http://www.berry-hill.com/home.html,11 E 70th St,,New York,10021
Beverly Sacks Fine Art,POINT (-73.9648004088197 40.76175802302484),(212) 583-9798,http://sacksfineart.com/,229 E 60th St,,New York,10022
Beyond the Wall,POINT (-73.97967536880768 40.754433283117876),(212) 622-7350,http://shop.beyondthewall.com/,529 5th Ave,Fl 7,New York,10017
BICYCLE PAINTINGS.COM,POINT (-73.98314702965975 40.71868691762229),(917) 771-8537,http://www.bicyclepaintings.com/,106 Ridge Street,,New York,10002
Big Cat Gallery,POINT (-73.98866228119658 40.72079932966255),(212) 982-6210,http://www.tonyfitzpatrick.com/big_cat_gallery.htm,154 Orchard Street,,New York,10002
Bill Bace Gallery,POINT (-74.00271111656463 40.72252116551896),(212) 219-0959,http://www.yellowbot.com/bill-bace-gallery-new-york-ny.html,39 Wooster St,,New York,10013
Bill Hodges Gallery,POINT (-73.97553999334467 40.76343700260623),(212) 333-2640,http://www.billhodgesgallery.com/,24 W 57th St,,New York,10019
Bitforms,POINT (-74.00682960405737 40.74649787405831),(212) 366-6939,http://www.bitforms.com/index.php,529 W 20th St,,New York,10011
Black & Black Art Gallery,POINT (-73.7933657552114 40.70542390024909),(718) 658-9203,http://www.yelp.com/search?find_loc=Jamaica%2C+Queens%2C+NY&cflt=galleries,9215 Merrick Blvd,,Jamaica,11433
Black & White Gallery Inc,POINT (-73.95464222868095 40.718442376759846),(718) 599-8775,http://www.blackandwhiteartgallery.com/,483 Driggs Ave,,Brooklyn,11211
Bleier Milton A Corp,POINT (-73.97287192878989 40.75960676311047),(212) 533-1730,http://miltonbleier.com/,386 Park Ave,,New York,10016
Blue Mountain Gallery Inc,POINT (-74.00476841500598 40.74923625162883),(646) 486-4730,http://www.bluemountaingallery.org,530 W 25th St,,New York,10001
Bodanna Inc,POINT (-73.9841197487225 40.726527210577046),(212) 388-0078,http://www.merchantcircle.com/business/Bodanna.Inc.New.York.NY.212-388-0078,123 E 7th St,,New York,10009
Bolivar Arellano Gallery,POINT (-73.98391618028155 40.72761183175187),(212) 420-1263,http://www.bolivararellanogallery.com/,420 E 9th St,,New York,10009
Bonakdar Jancou Gallery,POINT (-74.00611785599605 40.74700168705312),(212) 414-4144,http://www.tanyabonakdargallery.com/,521 W 21st St,,New York,10011
BORDEN JANET INC,POINT (-73.99768478344558 40.72404630376343),(212) 431-0166,http://www.janetbordeninc.com/current/,560 BROADWAY,,New York,10012
Bose Pacia Modern,POINT (-74.00359348605816 40.74976022129376),(212) 989-7074,http://www.bosepacia.com/,508 W 26th St,,New York,10001
Bound and Unbound,POINT (-74.00687162371617 40.75159814355892),(212) 463-7348,http://oneartworld.com/Bound+_26+Unbound.html,601 W. 26th St,12th Fl.,New York,10001
Bowery Gallery,POINT (-74.0048454378513 40.7492698417932),(646) 230-6655,http://www.bowerygallery.org/,530 W 25th St,,New York,10001
Brenda Taylor Gallery,POINT (-74.00382577002729 40.74935024583751),(212) 463-7166,http://www.brendataylorgallery.com/,511 W. 25th Street,#401,New York,10001
Bridgewater Gallery of Fine Arts Inc,POINT (-73.98412586213658 40.72292592490373),(212) 674-3650,http://www.bwfinearts.com/,176 East 3rd Street,Suite 5G,New York,10009
Bronx River Art Center,POINT (-73.87815507293308 40.84059708783155),(718) 589-5819,http://www.bronxriverart.org/,1087 East Tremont Ave,,Bronx,10460
Brooke Alexander Gallery,POINT (-74.00226165676219 40.72320925083491),(212) 925-4338,http://www.baeditions.com/,59 Wooster St.,,New York,10012
Brooklyn Arts Exchange,POINT (-73.98543282004819 40.66976941835214),(718) 832-0018,http://bax.org/,421 Fifth Ave.,,Brooklyn,11215
Brooklyn Fireproof,POINT (-73.92918028109621 40.70788792853058),(718) 456-7570,http://www.brooklynfireproof.com/,119 Ingraham St,(at Porter Ave),Brooklyn,11237
Broome Street Gallery the,POINT (-74.00262453001721 40.723386285969056),(212) 226-6085,http://www.anny.org/2/gallery.html,498 Broome St,,New York,10013
Bruce Palmer Galleries,POINT (-73.97712674122711 40.79219979489217),(212) 595-6651,http://www.askart.com/AskART/lists/dealersummary.aspx?searchtype=dealer&company=43159,180 Riverside Drive,#6E,New York,10024
Bruce Silverstein Gallery,POINT (-74.00514718956966 40.74712572614031),(212) 627-3930,http://www.brucesilverstein.com/,504 W. 22nd St.,,New York,10011
Bruton Gallery Inc,POINT (-73.96984506060707 40.764310982455726),(212) 980-1640,http://www.brutongallery.co.uk/,40 E 61st St,Apt 12A,New York,10021
Buzzco Assoc Inc,POINT (-73.99375528599944 40.72583066510465),(212) 473-8800,http://www.buzzzco.com/,33 Bleecker St,,New York,10012
C & M Arts,POINT (-73.96202951033725 40.775617472779885),(212) 861-0020,http://ny.serviceslisted.com/1655047-CMArts.htm,45 E. 78th St.,,New York,10021
Caelum Gallery,POINT (-74.00446731782955 40.75002305381688),(212) 924-4161,http://www.caelumgallery.com/,526 W 26th St,,New York,10001
Caldwell Snyder Gallery,POINT (-74.00041760702801 40.72589116418898),(212) 387-0208,http://www.merchantcircle.com/business/Caldwell.Snyder.Gallery.212-387-0208,451 W Broadway,,New York,10012
Candyland Films,POINT (-74.00091721530092 40.72028153197904),(212) 219-2500,http://www.nyc.com/arts__attractions/candyland_films.209/editorial_review.aspx,446 Broadway,,New York,10013
Caravan International Co,POINT (-73.9535025179309 40.77813815345596),(212) 772-7160,http://www.nyc.com/arts__attractions/caravan_international_co.451/map_location.aspx,210 E 86th St,,New York,10028
Carboni Inc,POINT (-73.98021697964026 40.755459551878126),(212) 944-1566,http://www.yellowspinny.com/carboni+inc/bus-91954/,2 W 45th St,Ste 1702,New York,10036
Carley Ann M Atty,POINT (-73.9973611388614 40.722633690350754),(212) 334-7993,http://www.nyc.com/arts__attractions/carley_ann_m_atty.200/editorial_review.aspx,73 Spring St,,New York,10012
Carlton Rochell,POINT (-73.97170663665887 40.76238724724583),(212) 759-7600,http://www.carltonrochell.com/,41 E 57th St,,New York,10022
Carnegie Frame Inc,POINT (-73.98077111551655 40.76385541238935),(212) 307-7240,http://carnegieframing.com/,160 W 55th St,,New York,10019
Cartoon Gallery,POINT (-73.84605039041223 40.720381392925155),(718) 793-4714,http://local.botw.org/New_York/Forest_Hills/Cartoon_Gallery/2547832.html,7028 Austin St,,Forest Hills,11375
Cartoonews Gallery,POINT (-73.974107770942 40.76231329247612),(212) 223-4666,http://local.botw.org/New_York/New_York/Cartoonews_Gallery/85838758.html,721 5th Ave,,New York,10022
Casa Linda Galleries Inc,POINT (-73.9473830025364 40.78335247304253),(212) 534-1847,http://m.nyc.com/arts__attractions/casa_linda_galleries_inc.774/map_location.aspx,300 E 95th St,,New York,10128
Casey M Kaplan Inc,POINT (-74.00652923481697 40.741132496582004),(212) 645-7335,http://www.caseykaplangallery.com/,416 W 14th St,,New York,10014
Catherine Conway Inc,POINT (-73.9982052041324 40.73684463256616),(212) 627-9344,http://66.111.11.24/arts__attractions/catherine_conway_inc.161/street_view.aspx,112 W 13th St,,New York,10011
Cavaliero Fine Arts,POINT (-73.99156925539044 40.75282326623039),(212) 947-1031,http://www.cavalierofinearts.com/,242 W 36th St,,New York,10018
Cavin-Morris,POINT (-73.9977986844257 40.723899092548244),(212) 226-3768,http://www.cavinmorris.com/,560 Broadway,Ste.405B,New York,10012
Cds Gallery,POINT (-73.96117091996693 40.77570413829265),(212) 772-9555,http://www.artnet.com/gallery/112614/cds-gallery.html,74 E 79th St,,New York,10075
Celtic Art,POINT (-73.94476783424302 40.746401426012),(718) 482-7624,http://local.botw.org/New_York/Long_Island_City/Celtic_Art/2642342.html,2415 Jackson Ave,,Long Island City,11101
Century Artists Inc,POINT (-74.00473558135599 40.74941972749017),(212) 367-7072,http://www.newcenturyartists.org/,530 W 25th St,,New York,10001
Ceres Gallery,POINT (-74.00452368669892 40.7513240583896),(212) 947-6100,http://www.ceresgallery.org/,547 W 27th St,,New York,10001
Ceres Gallery,POINT (-73.99703728520817 40.72479496325291),(212) 226-4725,http://www.barnard.edu/bcrw/guide/CD/CeresGal.htm,584 Broadway,,New York,10012
Cfm Gallery,POINT (-73.99942509620003 40.7245719123004),(212) 966-3864,http://www.cfmgallery.com/,112 Greene St,,New York,10012
Chappell Gallery,POINT (-74.00446166325382 40.75015743023644),(212) 414-2673,http://www.chappellgallery.com/,526 W 26th St,,New York,10001
Chat Noir Design,POINT (-73.93207458950114 40.859297374170694),(212) 567-5223,http://www.yelp.com/biz/chat-noir-design-new-york,295 Bennett Ave,Apt 3A,New York,10040
Cheim & Read,POINT (-74.00513583496961 40.75001940951716),(212) 242-7727,http://www.cheimread.com/,547 W 25th St,,New York,10001
Chelsea Ceramic Guild,POINT (-73.99869441074755 40.74238759923636),(212) 243-2430,http://www.chelseaceramic.com/,233 W 19th St,,New York,10011
