Date,Block,Primary Type,Description,Location Description,Arrest,Domestic,District
06/08/2016 07:08:00 PM,065XX S WINCHESTER AVE,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,APARTMENT,true,false,7
08/23/2016 10:30:00 PM,078XX S SAGINAW AVE,ROBBERY,ARMED: HANDGUN,SIDEWALK,false,false,4
06/09/2016 10:30:00 AM,055XX S BISHOP ST,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,7
01/09/2016 03:00:00 PM,019XX S PULASKI RD,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,ALLEY,false,false,10
06/18/2016 09:01:00 PM,019XX N KEDVALE AVE,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,25
06/23/2016 04:35:00 PM,034XX W FULLERTON AVE,THEFT,OVER $500,STREET,false,false,14
01/13/2016 06:30:00 PM,050XX W ADAMS ST,BATTERY,SIMPLE,SIDEWALK,false,false,15
02/21/2016 06:40:00 PM,047XX S MICHIGAN AVE,ASSAULT,AGGRAVATED: HANDGUN,GAS STATION,false,true,2
11/10/2016 06:30:00 PM,050XX N NEENAH AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,16
11/02/2016 03:00:00 PM,088XX S CARPENTER ST,BATTERY,AGGRAVATED: OTHER DANG WEAPON,SIDEWALK,false,false,22
12/22/2016 10:17:00 PM,080XX S ST LOUIS AVE,THEFT,FROM BUILDING,RESIDENCE PORCH/HALLWAY,false,false,8
09/03/2016 09:55:00 PM,035XX W 64TH PL,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,8
03/04/2017 11:45:00 AM,002XX W 103RD ST,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,GAS STATION,true,false,5
09/19/2016 12:01:00 AM,010XX N PULASKI RD,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,false,true,11
07/20/2016 07:45:00 PM,016XX N CAMPBELL AVE,THEFT,OVER $500,STREET,false,false,14
05/31/2016 10:00:00 PM,023XX N SAWYER AVE,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,false,false,14
07/16/2016 07:21:00 PM,023XX S PULASKI RD,BATTERY,PRO EMP HANDS NO/MIN INJURY,STREET,true,false,10
01/21/2017 04:00:00 AM,028XX W WASHINGTON BLVD,ROBBERY,ARMED: HANDGUN,ALLEY,false,false,12
04/01/2016 08:30:00 PM,008XX N LAVERGNE AVE,BATTERY,SIMPLE,SIDEWALK,false,false,15
10/29/2016 03:45:00 PM,075XX W ROSEDALE AVE,ASSAULT,SIMPLE,RESIDENCE,false,true,16
02/27/2016 01:00:00 AM,022XX W OAKDALE AVE,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,19
01/25/2017 02:20:00 PM,072XX S SOUTH SHORE DR,ASSAULT,PRO EMP HANDS NO/MIN INJURY,APARTMENT,true,false,3
08/28/2016 10:00:00 AM,013XX N MILWAUKEE AVE,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,ALLEY,false,false,14
01/19/2017 07:25:00 PM,0000X N HOMAN BLVD,ROBBERY,AGGRAVATED,ALLEY,false,false,11
02/11/2017 02:30:00 AM,011XX N ASHLAND AVE,BATTERY,SIMPLE,RESTAURANT,false,false,12
10/30/2016 12:20:00 PM,044XX W VAN BUREN ST,ROBBERY,ARMED: HANDGUN,SIDEWALK,false,false,11
01/26/2017 01:15:00 PM,030XX S ASHLAND AVE,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),false,false,9
03/10/2016 04:00:00 PM,030XX N MANGO AVE,ASSAULT,SIMPLE,"SCHOOL, PUBLIC, GROUNDS",false,false,25
12/31/2016 01:45:00 PM,081XX S EXCHANGE AVE,ROBBERY,ARMED: HANDGUN,APARTMENT,false,false,4
10/15/2016 02:00:00 AM,005XX N CENTRAL AVE,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,15
08/06/2016 05:30:00 AM,114XX S COTTAGE GROVE AVE,SEX OFFENSE,PUBLIC INDECENCY,STREET,false,false,5
10/09/2016 04:35:00 PM,077XX S PEORIA ST,BATTERY,AGGRAVATED: HANDGUN,VACANT LOT/LAND,false,false,6
08/22/2016 06:00:00 PM,057XX S CICERO AVE,THEFT,FROM BUILDING,AIRPORT TERMINAL LOWER LEVEL - SECURE AREA,false,false,8
06/17/2016 03:00:00 PM,020XX W 62ND ST,BATTERY,SIMPLE,"SCHOOL, PUBLIC, GROUNDS",true,false,7
08/21/2016 07:15:00 AM,067XX S JEFFERY BLVD,ASSAULT,SIMPLE,GAS STATION,false,false,3
04/17/2016 10:50:00 AM,013XX W 15TH ST,BATTERY,DOMESTIC BATTERY SIMPLE,CHA APARTMENT,false,true,12
04/17/2016 09:00:00 AM,007XX N MICHIGAN AVE,THEFT,FROM BUILDING,HOTEL/MOTEL,false,false,18
03/13/2016 08:00:00 PM,068XX S THROOP ST,CRIM SEXUAL ASSAULT,PREDATORY,RESIDENCE PORCH/HALLWAY,false,false,7
06/24/2016 07:40:00 PM,014XX W DEVON AVE,NARCOTICS,FOUND SUSPECT NARCOTICS,PARKING LOT/GARAGE(NON.RESID.),true,false,24
04/17/2016 12:15:00 PM,071XX S HALSTED ST,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),false,false,7
02/06/2017 08:00:00 AM,025XX W BIRCHWOOD AVE,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,24
12/23/2016 07:00:00 PM,052XX W DIVISION ST,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,RESIDENCE,false,false,25
01/15/2017 04:31:00 PM,020XX W CHICAGO AVE,THEFT,RETAIL THEFT,GROCERY FOOD STORE,true,false,12
01/03/2017 08:00:00 AM,013XX W BIRCHWOOD AVE,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,false,false,24
05/09/2016 11:40:00 PM,0000X N MASON AVE,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,15
01/27/2016 03:23:00 PM,011XX S LAFLIN ST,ASSAULT,SIMPLE,APARTMENT,true,true,12
11/04/2016 09:30:00 PM,081XX S PAULINA ST,ROBBERY,ARMED: HANDGUN,STREET,false,false,6
10/13/2016 05:28:00 PM,103XX S INDIANA AVE,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,true,true,5
02/16/2017 10:00:00 AM,056XX S LAFAYETTE AVE,THEFT,FROM BUILDING,RESIDENCE,false,false,2
11/26/2016 04:00:00 PM,016XX S INDIANA AVE,THEFT,OVER $500,STREET,false,false,1
08/04/2016 11:45:00 AM,065XX S DREXEL AVE,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,3
02/11/2017 03:00:00 AM,024XX W LOGAN BLVD,THEFT,OVER $500,STREET,false,false,14
01/02/2016 01:17:00 AM,014XX N WASHTENAW AVE,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,true,true,14
10/04/2016 02:44:00 AM,081XX S ASHLAND AVE,THEFT,$500 AND UNDER,GAS STATION,true,false,6
11/03/2016 04:20:00 PM,059XX W MADISON ST,BATTERY,SIMPLE,BAR OR TAVERN,false,false,15
10/13/2016 12:00:00 PM,057XX S LAFLIN ST,THEFT,OVER $500,STREET,false,false,7
06/11/2016 01:30:00 AM,040XX W ARMITAGE AVE,BATTERY,AGGRAVATED OF A SENIOR CITIZEN,SIDEWALK,false,false,25
04/09/2016 05:10:00 PM,013XX S INDIANA AVE,THEFT,FROM BUILDING,RESIDENCE PORCH/HALLWAY,false,false,1
04/26/2016 07:00:00 AM,031XX W MONROE ST,CRIMINAL DAMAGE,TO VEHICLE,ALLEY,false,true,11
02/18/2016 06:15:00 PM,025XX W MADISON ST,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,CTA BUS STOP,false,false,12
02/05/2016 10:00:00 AM,016XX W GRACE ST,THEFT,FROM BUILDING,RESIDENCE,false,false,19
04/24/2016 09:45:00 PM,094XX S LAFLIN ST,ASSAULT,AGGRAVATED: HANDGUN,STREET,false,false,22
06/01/2016 01:00:00 AM,066XX S PEORIA ST,MOTOR VEHICLE THEFT,AUTOMOBILE,VACANT LOT/LAND,false,false,7
08/29/2016 12:12:00 AM,020XX W 63RD ST,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,SIDEWALK,true,false,7
05/23/2016 03:00:00 AM,013XX W TOUHY AVE,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,true,true,24
08/16/2016 08:00:00 AM,026XX W GRAND AVE,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,12
01/14/2017 01:50:00 PM,053XX W ADAMS ST,NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,SIDEWALK,true,false,15
05/24/2016 12:10:00 PM,062XX W 63RD ST,OTHER OFFENSE,LICENSE VIOLATION,SMALL RETAIL STORE,false,false,8
04/23/2016 08:05:00 AM,075XX S COLFAX AVE,BATTERY,AGGRAVATED: OTHER DANG WEAPON,APARTMENT,false,false,4
07/29/2016 06:00:00 PM,019XX N LINCOLN AVE,THEFT,POCKET-PICKING,BAR OR TAVERN,false,false,18
03/08/2016 03:00:00 PM,076XX W FOREST PRESERVE AVE,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,false,false,16
01/07/2017 09:00:00 AM,045XX W 59TH ST,THEFT,OVER $500,RESIDENCE,false,true,8
04/27/2016 09:30:00 AM,091XX S COMMERCIAL AVE,THEFT,RETAIL THEFT,SMALL RETAIL STORE,true,false,4
01/06/2017 10:32:00 PM,014XX W WEBSTER AVE,THEFT,$500 AND UNDER,STREET,false,false,18
02/16/2016 08:00:00 PM,014XX N CENTRAL AVE,THEFT,OVER $500,RESIDENCE,true,false,25
02/08/2016 05:37:00 PM,003XX E 120TH PL,NARCOTICS,POSS: CRACK,APARTMENT,true,false,5
02/09/2016 02:41:00 AM,021XX W DEVON AVE,BURGLARY,FORCIBLE ENTRY,GROCERY FOOD STORE,false,false,24
09/04/2016 09:30:00 PM,015XX N DAMEN AVE,THEFT,FROM BUILDING,RESTAURANT,false,false,14
07/20/2016 04:31:00 PM,029XX S ARCHER AVE,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,9
10/01/2016 09:00:00 AM,021XX W MC LEAN AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,14
02/12/2016 06:38:00 PM,0000X N WESTERN AVE,NARCOTICS,MANU/DEL:CANNABIS OVER 10 GMS,PARKING LOT/GARAGE(NON.RESID.),true,false,12
03/25/2016 09:28:00 PM,026XX W FLETCHER ST,BATTERY,SIMPLE,WAREHOUSE,true,false,14
10/25/2016 02:00:00 AM,098XX S MERRILL AVE,CRIMINAL DAMAGE,TO VEHICLE,DRIVEWAY - RESIDENTIAL,false,false,4
03/28/2016 06:50:00 AM,005XX N LOCKWOOD AVE,BATTERY,SIMPLE,APARTMENT,false,false,15
11/08/2016 12:01:00 AM,044XX N CLARK ST,DECEPTIVE PRACTICE,COUNTERFEIT CHECK,COMMERCIAL / BUSINESS OFFICE,false,false,19
03/06/2016 08:40:00 PM,083XX S BAKER AVE,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,4
04/06/2016 04:30:00 PM,037XX W DOUGLAS BLVD,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,10
11/17/2016 06:42:00 AM,003XX W 117TH ST,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,STREET,false,false,5
01/18/2016 06:00:00 PM,035XX W 65TH PL,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,8
09/08/2016 12:02:00 PM,011XX N LATROBE AVE,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,RESIDENCE,false,false,15
08/01/2016 01:27:00 PM,041XX N BELL AVE,THEFT,$500 AND UNDER,STREET,false,false,19
01/06/2017 12:15:00 PM,034XX W SCHUBERT AVE,ROBBERY,ARMED: HANDGUN,SIDEWALK,false,false,14
09/05/2016 03:30:00 AM,045XX S ALBANY AVE,ASSAULT,SIMPLE,RESIDENCE,false,true,9
10/21/2016 08:00:00 AM,005XX N LAKE SHORE DR,THEFT,OVER $500,APARTMENT,false,false,18
09/10/2016 09:00:00 AM,034XX E 118TH ST,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,BANK,false,false,4
06/12/2016 10:30:00 PM,005XX N STATE ST,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),false,false,18
08/27/2016 11:15:00 AM,018XX N LAWNDALE AVE,ROBBERY,STRONGARM - NO WEAPON,PARK PROPERTY,false,false,25
01/28/2017 12:30:00 AM,034XX N OCONTO AVE,CRIMINAL DAMAGE,TO VEHICLE,DRIVEWAY - RESIDENTIAL,false,false,16
12/16/2016 10:30:00 PM,017XX N MONTICELLO AVE,THEFT,OVER $500,STREET,false,false,25
03/19/2016 11:51:00 PM,007XX W MARQUETTE RD,NARCOTICS,POSS: CRACK,STREET,true,false,7
05/20/2016 05:55:00 PM,034XX W FULLERTON AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,14
08/27/2016 11:00:00 PM,106XX S HOXIE AVE,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,true,4
12/29/2016 02:33:00 PM,015XX S DRAKE AVE,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,10
07/13/2016 09:00:00 AM,057XX N MERRIMAC AVE,THEFT,OVER $500,STREET,false,false,16
02/11/2016 01:50:00 PM,108XX S DOTY AVE E,THEFT,RETAIL THEFT,OTHER,false,false,5
11/23/2016 03:30:00 AM,018XX S RACINE AVE,BURGLARY,ATTEMPT FORCIBLE ENTRY,RESTAURANT,false,false,12
03/19/2016 12:01:00 AM,048XX W MONROE ST,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,15
08/26/2016 06:55:00 PM,011XX W 31ST ST,BATTERY,DOMESTIC BATTERY SIMPLE,OTHER,false,true,9
11/04/2016 05:40:00 PM,007XX N FRANKLIN ST,THEFT,$500 AND UNDER,DEPARTMENT STORE,false,false,18
11/30/2016 04:00:00 PM,013XX W JACKSON BLVD,ASSAULT,SIMPLE,APARTMENT,false,true,12
12/30/2016 06:00:00 AM,027XX S STATE ST,ASSAULT,SIMPLE,CHA APARTMENT,true,false,1
04/08/2016 09:00:00 PM,047XX W VAN BUREN ST,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,STREET,false,true,11
11/15/2016 08:00:00 PM,046XX W NORTH AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,25
09/05/2016 12:00:00 PM,057XX S ABERDEEN ST,CRIMINAL DAMAGE,TO VEHICLE,RESIDENTIAL YARD (FRONT/BACK),false,false,7
11/04/2016 03:00:00 AM,031XX S UNION AVE,INTIMIDATION,EXTORTION,RESIDENCE,false,false,9
01/13/2016 09:00:00 AM,034XX N KENTON AVE,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE-GARAGE,false,false,17
06/09/2016 08:38:00 AM,067XX S STATE ST,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,STREET,false,true,3
07/15/2016 10:00:00 PM,052XX S PRINCETON AVE,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,9
10/20/2016 11:15:00 PM,026XX W AINSLIE ST,ROBBERY,ARMED: HANDGUN,SIDEWALK,false,false,20
11/13/2016 12:40:00 AM,058XX N KENMORE AVE,BATTERY,SIMPLE,APARTMENT,false,false,20
08/22/2016 09:00:00 AM,026XX N CLYBOURN AVE,CRIMINAL DAMAGE,TO PROPERTY,COMMERCIAL / BUSINESS OFFICE,false,false,19
01/28/2017 10:00:00 PM,052XX N SHERIDAN RD,THEFT,RETAIL THEFT,GROCERY FOOD STORE,true,false,20
12/11/2016 08:00:00 PM,019XX N PAULINA ST,MOTOR VEHICLE THEFT,AUTOMOBILE,OTHER,false,false,14
12/17/2016 02:47:00 PM,007XX E 87TH ST,THEFT,RETAIL THEFT,SMALL RETAIL STORE,false,false,6
01/31/2017 02:03:00 AM,010XX W 57TH ST,SEX OFFENSE,INDECENT SOLICITATION/CHILD,RESIDENCE,false,false,7
09/10/2016 02:12:00 AM,033XX N BROADWAY,THEFT,POCKET-PICKING,BAR OR TAVERN,false,false,19
07/18/2016 04:40:00 PM,119XX S ASHLAND AVE,BURGLARY,UNLAWFUL ENTRY,PARKING LOT/GARAGE(NON.RESID.),false,false,5
05/04/2016 08:28:00 PM,125XX S STATE ST,BATTERY,AGG PO HANDS NO/MIN INJURY,STREET,true,false,5
07/06/2016 08:00:00 PM,031XX S LAWNDALE AVE,BATTERY,SIMPLE,SIDEWALK,false,false,10
08/19/2016 03:15:00 PM,050XX N Sheridan Rd,THEFT,FROM BUILDING,RESIDENCE PORCH/HALLWAY,false,false,20
02/14/2016 07:00:00 AM,064XX S KENNETH AVE,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,false,false,8
03/14/2016 11:00:00 PM,013XX W COLUMBIA AVE,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESIDENCE PORCH/HALLWAY,false,false,24
11/27/2016 01:10:00 AM,003XX E 57TH ST,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,2
02/24/2017 02:30:00 PM,021XX N ASHLAND AVE,THEFT,RETAIL THEFT,SMALL RETAIL STORE,true,false,14
08/23/2016 06:20:00 PM,049XX N PULASKI RD,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,false,false,17
10/28/2016 09:30:00 AM,0000X W JACKSON BLVD,THEFT,$500 AND UNDER,CTA PLATFORM,false,true,1
03/15/2016 05:00:00 PM,118XX S LAFAYETTE AVE,THEFT,FROM BUILDING,RESIDENCE,false,false,5
12/17/2016 04:00:00 PM,056XX N BROADWAY,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,20
07/07/2016 01:03:00 PM,049XX W BERENICE AVE,ASSAULT,AGGRAVATED: HANDGUN,ALLEY,false,false,16
01/01/2017 01:00:00 PM,015XX N CLYBOURN AVE,THEFT,OVER $500,MOVIE HOUSE/THEATER,false,false,18
07/04/2016 12:26:00 AM,014XX N MAPLEWOOD AVE,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,false,false,14
02/20/2016 01:40:00 PM,055XX W MADISON ST,ROBBERY,STRONGARM - NO WEAPON,CTA BUS STOP,false,false,15
06/12/2016 09:35:00 PM,018XX S TRUMBULL AVE,BATTERY,SIMPLE,SIDEWALK,false,false,10
06/07/2016 10:00:00 AM,041XX S MICHIGAN AVE,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESIDENCE,false,false,2
01/30/2017 11:12:00 PM,019XX S PULASKI RD,BATTERY,DOMESTIC BATTERY SIMPLE,GAS STATION,false,true,10
10/10/2016 12:00:00 AM,057XX S SANGAMON ST,THEFT,OVER $500,APARTMENT,false,false,7
04/12/2016 11:30:00 AM,019XX W MONTEREY AVE,ASSAULT,SIMPLE,POLICE FACILITY/VEH PARKING LOT,true,false,22
08/17/2016 02:00:00 PM,015XX E 71ST ST,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),false,false,3
08/21/2016 04:19:00 AM,052XX W POTOMAC AVE,THEFT,$500 AND UNDER,STREET,false,false,25
11/02/2016 08:48:00 PM,005XX N TROY ST,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,false,true,12
06/26/2016 03:30:00 PM,086XX S HONORE ST,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,6
12/22/2016 01:15:00 PM,015XX E 55TH ST,THEFT,OVER $500,BANK,false,false,2
07/23/2016 09:00:00 PM,053XX S PULASKI RD,THEFT,OVER $500,HOTEL/MOTEL,true,false,8
05/01/2016 08:30:00 PM,013XX S KILDARE AVE,THEFT,FROM BUILDING,RESIDENCE,false,false,10
08/03/2016 05:57:00 AM,056XX W BYRON ST,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,16
09/06/2016 02:54:00 PM,004XX W ONTARIO ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,18
08/31/2016 01:50:00 PM,079XX S SOUTH CHICAGO AVE,THEFT,OVER $500,STREET,false,false,4
06/25/2016 07:27:00 AM,017XX W TAYLOR ST,BATTERY,SIMPLE,"SCHOOL, PUBLIC, GROUNDS",false,false,12
01/08/2017 08:30:00 AM,014XX W ELMDALE AVE,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,false,true,24
05/02/2016 02:10:00 PM,025XX S KEDZIE AVE,CRIMINAL TRESPASS,TO RESIDENCE,APARTMENT,true,false,10
10/15/2016 07:00:00 PM,025XX N LINDER AVE,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,SIDEWALK,false,false,25
04/24/2016 07:35:00 PM,036XX N NORA AVE,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,ALLEY,false,false,16
08/21/2016 08:15:00 PM,013XX W MARQUETTE RD,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,true,false,7
12/09/2016 07:30:00 AM,056XX W FULTON ST,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,false,15
05/05/2016 01:25:00 PM,048XX W HUBBARD ST,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,false,false,15
12/04/2016 10:00:00 AM,120XX S WENTWORTH AVE,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,RESIDENCE,false,false,5
06/08/2016 10:15:00 PM,001XX S CENTRAL AVE,NARCOTICS,POSS: HEROIN(WHITE),RESIDENCE PORCH/HALLWAY,true,false,15
01/05/2016 09:30:00 AM,002XX S CANAL ST,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,CTA PLATFORM,false,false,1
05/25/2016 09:20:00 AM,013XX W 98TH ST,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,true,22
01/03/2017 09:00:00 AM,034XX S CLAREMONT AVE,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE-GARAGE,false,false,9
08/14/2016 05:00:00 AM,010XX N MAYFIELD AVE,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,15
12/26/2016 06:30:00 PM,023XX S RIDGEWAY AVE,CRIMINAL DAMAGE,TO PROPERTY,STREET,false,false,10
02/28/2017 09:15:00 PM,036XX N TALMAN AVE,BATTERY,SIMPLE,PARK PROPERTY,false,false,19
06/07/2016 04:35:00 PM,024XX S SPAULDING AVE,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,10
12/15/2016 06:34:00 PM,026XX W WILCOX ST,ASSAULT,SIMPLE,RESIDENCE,false,true,11
02/06/2016 07:00:00 AM,065XX S HARVARD AVE,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,7
08/19/2016 07:00:00 AM,072XX W HIGGINS AVE,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,false,false,16
06/16/2016 07:50:00 PM,015XX W MARQUETTE RD,BATTERY,SIMPLE,SIDEWALK,false,false,7
07/04/2016 12:01:00 AM,014XX W GLENLAKE AVE,THEFT,OVER $500,STREET,false,false,24
04/13/2016 04:20:00 PM,033XX N WESTERN AVE,THEFT,ATTEMPT THEFT,GROCERY FOOD STORE,false,false,19
02/05/2017 10:17:00 AM,102XX S PERRY AVE,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,true,false,5
01/13/2016 11:00:00 AM,010XX N LARAMIE AVE,BATTERY,DOMESTIC BATTERY SIMPLE,"SCHOOL, PUBLIC, GROUNDS",false,true,15
03/04/2016 08:00:00 AM,002XX N WELLS ST,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,OTHER,false,false,1
01/07/2017 07:00:00 PM,077XX S PEORIA ST,ROBBERY,STRONGARM - NO WEAPON,APARTMENT,true,false,6
09/23/2016 08:11:00 AM,039XX W GLADYS AVE,NARCOTICS,ATTEMPT POSSESSION NARCOTICS,SIDEWALK,true,false,11
02/22/2016 01:30:00 PM,083XX S COLFAX AVE,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,true,true,4
01/08/2016 07:02:00 AM,017XX E 55TH ST,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,2
03/12/2016 01:20:00 PM,009XX N MONTICELLO AVE,CRIMINAL DAMAGE,TO VEHICLE,VEHICLE NON-COMMERCIAL,false,false,11
02/27/2017 06:15:00 AM,045XX S WESTERN AVE,THEFT,$500 AND UNDER,STREET,false,false,9
01/16/2017 11:15:00 PM,0000X W 107TH ST,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,5
01/29/2017 01:12:00 AM,044XX S TALMAN AVE,NARCOTICS,POSS: COCAINE,STREET,true,false,9
06/25/2016 05:30:00 AM,058XX S BLACKSTONE AVE,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,false,false,2
01/30/2017 08:30:00 PM,091XX S BALTIMORE AVE,THEFT,OVER $500,APARTMENT,false,false,4
02/06/2017 04:43:00 AM,048XX S St Lawrence Ave,THEFT,OVER $500,STREET,false,false,2
02/17/2017 04:30:00 PM,020XX N MILWAUKEE AVE,THEFT,FROM BUILDING,SMALL RETAIL STORE,false,false,14
10/11/2016 09:33:00 PM,026XX S CALIFORNIA AVE,OTHER OFFENSE,SEX OFFENDER: FAIL TO REGISTER,JAIL / LOCK-UP FACILITY,false,false,10
01/23/2017 10:30:00 AM,016XX W 103RD ST,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,false,false,22
07/26/2016 08:00:00 AM,053XX W BELLE PLAINE AVE,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,false,false,16
06/17/2016 04:00:00 PM,080XX S KOSTNER AVE,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,"SCHOOL, PUBLIC, BUILDING",false,false,8
07/09/2016 08:08:00 AM,084XX S ANTHONY AVE,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,4
10/18/2016 06:00:00 PM,009XX N CENTRAL AVE,BATTERY,SIMPLE,STREET,false,false,15
11/18/2016 08:30:00 AM,0000X E 70TH ST,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,false,false,3
08/26/2016 10:05:00 PM,057XX N BERNARD ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,true,false,17
09/16/2016 10:30:00 AM,077XX S INGLESIDE AVE,ASSAULT,PRO EMP HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, BUILDING",true,false,6
11/22/2016 06:10:00 PM,054XX W ADAMS ST,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,false,true,15
10/15/2016 10:15:00 AM,035XX S STATE ST,DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,RESTAURANT,false,false,2
02/03/2017 09:18:00 PM,005XX N STATE ST,THEFT,RETAIL THEFT,GROCERY FOOD STORE,true,false,18
02/15/2016 01:40:00 PM,059XX S COTTAGE GROVE AVE,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,2
01/15/2016 08:30:00 AM,001XX N CENTRAL AVE,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,15
03/21/2016 06:00:00 PM,060XX N FAIRFIELD AVE,ASSAULT,SIMPLE,RESIDENCE,false,true,24
03/17/2016 01:15:00 PM,011XX W JACKSON BLVD,THEFT,RETAIL THEFT,SMALL RETAIL STORE,true,false,12
08/27/2016 03:00:00 PM,037XX N FREMONT ST,BURGLARY,UNLAWFUL ENTRY,APARTMENT,false,false,19
