Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
8162009966,FPV8144,NY,PAS,8/12/2016,20,4DSD,VOLKS,T,54100,84930,41330,20170720,90,90,90,356970,T301,D,1254P,,K,F,118,Knickerbocker Ave,,0,408,d,,Y,0700A,0700P,BL,,2011,,0,01 3,20A-No Parking (Non-COM),,,
5092554009,8766JC,ME,PAS,07/15/2016,7,PK,CHEVR,V,0,0,0,0,,0,0,0,,,0511P,,QN,,,NORTHERN BLVD (E/B),@ DOUGLASTON PKWY,0,1111,D,T,,,,MAROO,,2014,,0,,FAILURE TO STOP AT RED LIGHT,,,
8162552250,HBB4419,NY,PAS,08/19/2016,40,4DSD,NISSA,T,81430,89730,26730,20171108,77,77,77,338858,T802,A,0955P,,K,F,519,Sterling Pl,,0,408,e2,,YYYYYYY,,,TN,,0,,5,G 31,40-Fire Hydrant,,,
8487307670,XT113D,NJ,PAS,12/16/2016,37,VAN,CHEVR,T,9140,19540,19690,20160088,115,115,115,347619,T401,H,0223P,0217P,Q,F,102-22,39th Ave,,0,408,h1,,Y,0900A,0700P,WHITE,,0,419-3006,0,17-P,37-Expired Muni Meter,,,
7061111987,40150MH,NY,COM,11/25/2016,84,REFG,NS/OT,T,10810,34110,34130,20171031,10,10,10,359592,T102,A,0715A,,NY,F,158,8th Ave,,0,408,k7,,,,,WHITE,,2016,,0,B 17,84-Platform lifts in low posit,,,
8213553860,EJK6609,NY,PAS,11/13/2016,20,SUBN,LEXUS,T,9140,0,0,20180528,109,109,109,358124,T401,H,1134A,,Q,I,N,39th Ave,30ft W/of College Po,0,408,d,,YYYYYYY,,,GY,,2008,,0,01 4,20A-No Parking (Non-COM),,,
4626879688,T629337C,NY,OMT,11/15/2016,36,SUBN,TOYOT,V,0,0,0,0,,0,0,0,,,1048A,,BK,,,WB 86 ST. 3 AV - COL,ONIAL RD,0,1180,B,T,,,,BK,,2014,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4622539032,FSX1504,NY,PAS,07/27/2016,36,SUBN,LEXUS,V,0,0,0,0,,0,0,0,,,0945A,,QN,,,EB ROCKAWAY BLVD @ 1,00TH ST,0,1180,B,T,,,,WH,,2015,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4625483542,FMF4114,NY,PAS,10/20/2016,36,SUBN,CHRYS,V,0,0,0,0,,0,0,0,,,1000A,,QN,,,WB NORTHERN BLVD @ 1,12TH ST,0,1180,B,T,,,,GY,,2008,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
1416293449,AT832H,NJ,PAS,10/6/2016,46,DELV,MERCU,P,5280,10880,10930,0,68,68,68,950678,68,0,1235P,,K,O,8608,3RD AVE,,0,408,E2,,BBBBBBB,ALL,ALL,WHITE,0,0,-,0,,,,,
4625853310,HBW3787,NY,PAS,10/26/2016,36,4DSD,TOYOT,V,0,0,0,0,,0,0,0,,,1128A,,BK,,,EB LINDEN BLVD @ ROC,KAWAY AVE,0,1180,B,T,,,,WH,,2015,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
7015867163,48924MJ,NY,COM,11/2/2016,38,VAN,FORD,T,13110,0,0,20180831,33,33,33,363952,T103,GG,0445P,,NY,I,N,Bennett Ave,20ft E/of W 181st St,0,408,h1,,Y,0900A,0700P,WH,,2016,,0,10 7,38-Failure to Display Muni Rec,,,
4627668594,GLG9869,NY,PAS,12/1/2016,36,SUBN,BMW,V,10210,40404,40404,0,,0,0,0,,,1154A,,BK,,,SB 3RD AVE @ 51ST ST,,0,1180,B,T,,,,BK,,2017,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
1414955923,HKN1217,NY,PAS,09/28/2016,51,SUBN,NISSA,P,7240,10540,10640,20180803,114,114,114,931371,114,0,1100A,,Q,O,47-20,25 AVE,,0,408,E3,,BBBBBBB,ALL,ALL,BL,0,2016,-,0,,,,,
1414437845,13796MH,NY,COM,8/1/2016,48,REFG,HINO,P,52930,63030,50,20160930,84,84,84,921824,84,0,0700P,,K,F,370,JAY ST,,0,408,F1,,BBBBBBB,ALL,ALL,RD,0,2009,-,0,,,,,
8087536174,3FW547,MA,PAS,07/29/2016,37,BOAT,HONDA,T,10410,17230,17250,20160788,6,6,6,363983,T101,F,0553P,0543P,NY,F,55,5th Ave,,20160729,408,h1,,Y,0900A,1000P,OTHER,,0,115-3020,0,59 1,37-Expired Muni Meter,,,
1414168070,T690780C,NY,PAS,8/5/2016,14,SDN,NISSA,P,11010,16910,97510,20161231,34,34,34,957724,34,0,0451A,0451A,NY,,3705,10TH AVE,,20160805,408,C,,BBBBBBB,ALL,ALL,BLK,0,2015,-,0,,,,,
5094316059,EPB8629,NY,PAS,11/13/2016,7,SUBN,ACURA,V,0,0,0,0,,0,0,0,,,0157P,,QN,,,HORACE HARDING EXPWY,(E/B) @ 108TH ST,0,1111,D,T,,,,GY,,2012,,0,,FAILURE TO STOP AT RED LIGHT,,,
8411504608,67667MH,NY,COM,09/23/2016,14,DELV,NS/OT,T,34730,29900,10510,20161231,18,18,18,355080,T102,A,0821A,,NY,F,42,W 48th St,,0,408,c,,YYYYYYY,,,WHITE,,2016,,0,99 6,14-No Standing,,,
8492302343,FXM6907,NY,PAS,12/20/2016,31,SUBN,ROVER,T,13610,21690,13810,20180323,5,5,5,362270,T105,H,0803A,,NY,O,463,Broadway,,0,408,l3,,YYYYY,0700A,0600P,WH,,2012,,0,22,31-No Stand (Com. Mtr. Zone),,,
1410776001,BHG7087,AZ,PAS,08/18/2016,21,SDN,HONDA,S,27580,62330,58220,0,71,71,0,537860,KN09,0,0842A,,K,O,72,CLOVE RD,,0,408,D1,,YBBYBBB,0830A,1000A,TAN,0,0,-,0,,,,,
7608051012,HEC5584,NY,PAS,11/18/2016,20,4DSD,TOYOT,T,42020,12550,43520,20180418,41,41,41,346130,T720,B,0706A,,BX,O,1128,Intervale Ave,,0,408,d,,YYYYYYY,0700A,0400P,BL,,2003,,0,B 62,20A-No Parking (Non-COM),,,
8377013010,VGM5685,VA,PAS,8/5/2016,21,4DSD,FORD,T,70220,74450,74480,20160088,44,44,44,355664,T201,D,1142A,,BX,F,1630,Undercliff Ave,,0,408,d1,,Y  Y,1130A,0100P,GREY,,0,,0,26 2,21-No Parking (street clean),,,
8473254764,GFV7440,NY,PAS,10/27/2016,21,4DSD,HYUND,T,8790,0,0,20170324,115,115,115,349562,T401,M,0942A,,Q,I,N,37th Ave,60ft W/of 114th St,0,408,d1,,Y,0930A,1100A,WH,,2016,,0,J 41,21-No Parking (street clean),,,
8263538970,ZFB4991,NY,ITP,7/8/2016,71,VAN,DODGE,T,37380,0,0,20160615,67,67,67,354144,T802,B,0054A,,K,I,E,E 58th St,40ft S/of Clarendon,0,408,j6,,YYYYYYY,,,WHITE,,2008,,0,A 31,71A-Insp Sticker Expired (NYS),,,
5093851978,7G14B,NY,OMT,10/11/2016,7,TAXI,TOYOT,V,0,0,0,0,,0,0,0,,,0122P,,MN,,,3RD AVE (N/B) @ 36TH,ST,0,1111,D,T,,,,YW,,2014,,0,,FAILURE TO STOP AT RED LIGHT,,,
8230525407,CXW4573,NY,PAS,10/28/2016,38,SUBN,AUDI,T,13440,59990,19090,20180627,112,112,112,356226,T402,G,0215P,,Q,F,97-29,64th Rd,,0,408,h1,,Y,0830A,0700P,WH,,2015,,0,01 4,38-Failure to Display Muni Rec,,,
8155560946,EXD8000,NY,PAS,12/23/2016,38,4DSD,HYUND,T,71030,40930,87330,20180217,77,77,77,357114,T301,E,0526P,,K,O,20,Plaza Street East,,0,408,h1,,Y,0830A,0700P,BL,,2010,,0,19 3,38-Failure to Display Muni Rec,,,
4626255176,40401JV,NY,COM,11/2/2016,36,VAN,FORD,V,0,0,0,0,,0,0,0,,,1009A,,QN,,,EB QUEENS BLVD @ 55T,H ST,0,1180,B,T,,,,WH,,2004,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
7708796726,716WPZ,FL,PAS,07/28/2016,21,4DSD,TOYOT,T,37150,21190,22590,20160088,33,33,33,363514,T103,K,1136A,,NY,F,709,W 169th St,,0,408,d1,,Y,1130P,0100P,WHITE,,0,,0,14 7,21-No Parking (street clean),,,
1403267560,FAX3082,NY,PAS,09/19/2016,98,SUBN,LEXUS,P,35530,13610,44990,20170721,24,24,24,947809,24,0,0846P,,NY,F,260,W 88 ST,,0,408,I4,,BBBBBBB,ALL,ALL,BLK,0,2015,-,0,,,,,
7079845993,FAR7922,NY,PAS,12/21/2016,21,4DSD,TOYOT,T,53790,0,0,20180506,103,103,103,362640,T402,L,0547A,,Q,I,N,Liberty Ave,60ft E/of 177th St,0,408,d1,,Y Y Y,0300A,0600A,GY,,1989,,0,T 42,21-No Parking (street clean),,,
8046893638,XBVG52,NJ,PAS,09/20/2016,69,DELV,HINO,T,23390,17290,17310,88880088,13,13,13,363989,T102,M,0509P,,NY,F,17,Irving Pl,,0,408,h1,,Y,0800A,0600P,WHITE,,0,,0,99 6,69-Failure to Disp Muni Recpt,,,
8439509110,XCTL80,NJ,PAS,09/23/2016,24,DELV,GMC,T,28490,0,0,88880088,1,1,1,363137,T105,N,0248P,,NY,I,E,Pearl St,10ft S/of Broad St,0,408,d5,,YYYYYYY,,,RED,,0,,0,X 99,24-No Parking (exc auth veh),,,
7948386397,DAT1037,PA,PAS,7/12/2016,21,4DSD,DODGE,T,17210,12110,12210,20170688,9,9,9,361279,T101,C,1129A,,NY,F,522,E 11th St,,0,408,d1,,Y,1100A,1230A,RED,,0,,0,35 1,21-No Parking (street clean),,,
8483402040,36743PC,NY,IRP,12/12/2016,69,TK,FRUEH,T,10210,17710,17730,20170228,17,17,17,364897,T102,G,0302P,,NY,F,546,3rd Ave,,0,408,h1,,Y,0700A,0700P,WH,,2014,,0,99 6,69-Failure to Disp Muni Recpt,,,
8109007107,47884MJ,NY,COM,08/13/2016,14,VAN,ME/BE,T,34630,10510,13610,20160829,14,14,14,350285,T106,D,0935A,,NY,F,123,W 43rd St,,0,408,c,,YYYYYYY,,,BLACK,,2015,,0,55 6,14-No Standing,,,
8182541967,HCR4964,NY,PAS,9/8/2016,38,SUBN,TOYOT,T,14630,35730,35780,20171108,61,61,61,361281,T302,B,1121A,,K,F,2116,Avenue U,,0,408,h1,,Y,0830A,0700P,GY,,2015,,0,34 3,38-Failure to Display Muni Rec,,,
8329037149,DHJ9997,NY,PAS,12/5/2016,21,SUBN,NISSA,T,35480,25130,26230,20170402,70,70,70,358208,T302,C,1022A,,K,O,9,Marlborough Rd,,0,408,d1,,Y  Y,0930A,1100A,GY,,2010,,0,09 3,21-No Parking (street clean),,,
7663892770,GVM6058,NY,PAS,11/27/2016,14,4DSD,NISSA,T,17230,10350,10210,20170118,9,9,9,356986,T800,A2,0225A,,NY,F,123,E 12th St,,0,408,c,,Y    YY,1200A,0600A,GY,,2015,,0,A 77,14-No Standing,,,
8465531468,HDW5216,NY,PAS,12/27/2016,38,4DSD,MAZDA,T,54580,35780,15140,20180113,107,107,107,362232,T402,F,1243P,,Q,F,71-30,Main St,,0,408,h1,,YYYYY,0730A,0700P,BL,,2016,,0,42 4,38-Failure to Display Muni Rec,,,
8020269599,7113881,NY,DLR,10/18/2016,74,SUBN,TOYOT,T,31720,76950,15420,88888888,43,43,43,363937,T202,L,0415P,,BX,O,1201,Evergreen Ave,,0,408,j2,,,,,WHITE,,0,,0,03 2,74A-Improperly Displayed Plate,,,
8325523189,W72CLR,NJ,PAS,09/16/2016,19,4DSD,TOYOT,T,21740,15210,33970,88888888,6,6,6,358117,T105,E,0112P,,NY,F,9,Greenwich Ave,,0,408,c3,,YYYYYYY,,,BLACK,,0,,0,50,19-No Stand (bus stop),,,
8161568649,CUL9874,NY,PAS,12/3/2016,68,4DSD,TOYOT,T,38950,42730,56530,20181124,84,84,84,358153,T301,G,1123A,,K,F,25,Elm Pl,,0,408,a1,,,,,BK,,2007,,0,03 3,68-Not Pkg. Comp. w Psted Sign,,,
7931528451,HHR4074,TX,PAS,08/27/2016,20,SUBN,KIA,T,26440,0,0,20160088,9,9,9,357068,T101,M,0934A,,NY,I,N,Montgomery St,10ft W/of Cherry St,0,408,d,,YYYYYYY,,,GOLD,,0,,0,K 15,20A-No Parking (Non-COM),,,
7598475398,75576ME,NY,COM,11/18/2016,47,UTIL,FRUEH,T,45602,34430,34450,88888888,14,14,14,359588,T108,A,0511P,,NY,O,1,Penn Plz,,0,408,l2,,Y,0700A,0700P,WHITE,,2001,,0,01 8,47-Double PKG-Midtown,,,
8266054095,HJG2131,NY,PAS,10/17/2016,40,SUBN,ROVER,T,28390,12915,13113,20180728,34,34,34,359336,T103,A,0622A,,NY,F,115,Payson Ave,,0,408,e2,,YYYYYYY,,,GY,,2008,,0,CCC,40-Fire Hydrant,,,
1418100742,FAV5209,NY,PAS,12/13/2016,46,SDN,HONDA,S,11112,40404,40404,20180505,18,18,0,533739,0SWM,0,0911A,,NY,F,901,12TH AVENUE,,0,408,C4,,BBBBBBB,ALL,ALL,WHITE,0,2010,-,0,,,,,
8358540747,GNNM74,FL,PAS,12/24/2016,38,SUBN,NISSA,T,5780,9280,9330,20170888,72,72,72,356956,T302,G,0938A,,K,F,5405,7th Ave,,0,408,h1,,Y,0800A,0700P,WHITE,,0,,0,43 3,38-Failure to Display Muni Rec,,,
7881701675,36883BB,NY,OMR,9/12/2016,79,BUS,ADD,T,34610,10810,10910,20170228,14,14,14,330487,T501,G,0756P,0751P,NY,F,330,W 42nd St,,0,408,c3,,,,,WH,,2015,,0,99 6,79-Bus Layover,,,
8038293277,78844JE,NY,COM,7/1/2016,70,VAN,ISUZU,T,10110,17090,17110,20160630,9,9,9,363111,T101,N,0224P,,NY,F,91,2nd Ave,,0,408,j3,,YYYYYYY,,,RD,,1993,,0,95 1,70A-Reg. Sticker Expired (NYS),,,
7067908772,HKE2746,NY,PAS,12/1/2016,70,SUBN,CHRYS,T,0,0,0,20161019,50,50,50,363139,T201,R,0433P,,BX,I,N,Independence Ave,30ft W/of W 246th St,0,408,j3,,YYYYYYY,,,WHITE,,2015,,0,Z2 2,70A-Reg. Sticker Expired (NYS),,,
4623482649,GGR8416,NY,PAS,09/16/2016,36,2DSD,HONDA,V,0,0,0,0,,0,0,0,,,0940A,,BK,,,NB PENNSYLVANIA AVE,@ HORNELL LOOP,0,1180,B,T,,,,BK,,2013,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
7663879119,EJA8554,NY,PAS,09/16/2016,14,4DSD,BMW,T,17250,13610,10350,20180520,9,9,9,356986,T800,A2,1042P,,NY,F,72-74,E 13th St,,0,408,c,,YYYYYYY,0700P,0700A,WH,,2011,,0,C 77,14-No Standing,,,
8350012651,GKD9946,NY,PAS,07/18/2016,13,SUBN,HONDA,T,0,0,0,20170929,49,49,49,355086,T202,S,1119A,,BX,I,S,Pelham Pkway South,80ft E/of Wilson Ave,0,408,c2,,YYYYYYY,,,GY,,2004,,0,C 22,13-No Stand (taxi stand),,,
8049038580,GLZD05,FL,PAS,07/18/2016,21,4DSD,CHEVR,T,38320,12440,50290,20160888,110,110,110,356979,T401,Q,1203P,,Q,F,60-15,Calloway St,,0,408,d1,,Y,1130A,0100P,RED,,0,,0,23-A,21-No Parking (street clean),,,
4623870467,GFD7686,NY,PAS,09/21/2016,36,4DSD,NISSA,V,0,0,0,0,,0,0,0,,,1158A,,BK,,,EB FLATLANDS AVE @ E,58TH ST,0,1180,B,T,,,,TN,,2002,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
1399571450,15RP35,NY,MOT,11/1/2016,20,MOTO,SUZUK,K,0,0,0,0,,0,1,160672,1,0,1210P,,NY,,,W 43RD ST 12TH AVE,HUDSON RIVER PARK,0,408,F6,,BBBBBBB,ALL,ALL,RED,0,0,-,0,,,,,
8070597483,GGC4175,NY,PAS,12/30/2016,40,4DSD,ME/BE,T,18470,27790,24890,20170411,19,19,19,355677,T103,I,1101A,,NY,F,135,E 74th St,,0,408,e2,,YYYYYYY,,,BK,,2015,,0,58 7,40-Fire Hydrant,,,
1414893164,81121KH,NY,COM,10/4/2016,78,VAN,CHEVR,P,17140,12790,12990,20180831,104,104,104,938992,104,0,1050P,,Q,F,6253,84 ST,,0,408,E2,,BBBBBBB,ALL,ALL,GY,0,2007,-,0,,,,,
8386508802,FGR3881,NY,PAS,10/14/2016,21,4DSD,CADIL,T,73110,69330,81430,20170104,77,77,77,344778,T301,A,0842A,,K,F,523,Ralph Ave,,0,408,d1,,Y  Y,0830A,1000A,GY,,2006,,0,N 31,21-No Parking (street clean),,,
5093968330,FHM2097,NY,PAS,10/19/2016,7,SUBN,DODGE,V,0,0,0,0,,0,0,0,,,0452P,,QN,,,HORACE HARDING EXPWY,(E/B) @ 159TH ST,0,1111,D,T,,,,BL,,2005,,0,,FAILURE TO STOP AT RED LIGHT,,,
8002799860,DMJ7518,NY,PAS,8/2/2016,21,4DSD,TOYOT,T,0,0,0,20180113,49,49,49,361890,T202,C,1147A,,BX,I,E,Barker Ave,60ft N/of Britton St,0,408,d1,,Y,1130A,0100P,WH,,2013,,0,15 2,21-No Parking (street clean),,,
7372185506,FLY1463,NY,PAS,8/2/2016,38,SUBN,SUBAR,T,5780,24830,43130,20170530,78,78,78,363936,T302,H,0207P,,K,F,133,7th Ave,,0,408,h1,,Y,0900A,0700P,BL,,2015,,0,56 3,38-Failure to Display Muni Rec,,,
8446516263,GMV8864,NY,PAS,11/18/2016,21,4DSD,HYUND,T,18390,28790,7790,20180209,115,115,115,358175,T401,M,0938A,,Q,F,26-43,91st St,,0,408,d1,,Y,0930A,1100A,RD,,2017,,0,L 41,21-No Parking (street clean),,,
4626864727,HCS9407,NY,PAS,11/17/2016,36,4DSD,HONDA,V,0,0,0,0,,0,0,0,,,0115P,,BX,,,NB BEDFORD PARK BLVD,@ MARION AVE,0,1180,B,T,,,,GY,,2015,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8308053282,820499N,NJ,PAS,10/3/2016,20,4DSD,BMW,T,27540,21820,36420,88888888,52,52,52,352093,T201,O,0826A,,BX,F,101,E 196th St,,0,408,d,,Y,0800A,0600P,WHITE,,0,,0,A 21,20A-No Parking (Non-COM),,,
1413533784,U032674,TN,PAS,08/29/2016,61,TRAI,,P,38180,13880,41730,0,69,69,69,938485,69,0,1036P,,K,F,461,E 99 ST,,0,408,N8,,BBBBBBB,ALL,ALL,RED,0,0,-,0,,,,,
4626349857,EUW6613,NY,PAS,11/3/2016,36,SUBN,AUDI,V,0,0,0,0,,0,0,0,,,1159A,,BK,,,NB PENNSYLVANIA AVE,@ HORNELL LOOP,0,1180,B,T,,,,BL,,2013,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8076054412,DZZ8673,NY,PAS,10/20/2016,21,SUBN,DODGE,T,18770,25390,27790,20170731,19,19,19,361091,Manh,CC,1109A,,NY,O,50,E 89th St,,0,408,d1,,Y  Y,1100A,1230A,GY,,2014,,0,29 7,21-No Parking (street clean),,,
4622324775,EUG3555,NY,PAS,07/18/2016,36,SUBN,BMW,V,0,0,0,0,,0,0,0,,,1044A,,BX,,,SB BAYCHESTER AVE @,DONIZETTI PL,0,1180,B,T,,,,WH,,2016,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
7045475822,2EK473,MA,PAS,7/6/2016,38,4DSD,NISSA,T,25990,33690,17150,20170388,6,6,6,356526,T101,B,0954A,,NY,F,291,Mercer St,,0,408,h1,,Y,0800A,0700P,SILVE,,0,,0,21 1,38-Failure to Display Muni Rec,,,
5094012836,RNV3510,NC,PAS,10/23/2016,7,4S,HONDA,V,0,0,0,0,,0,0,0,,,0314A,,QN,,,BORDEN AVE (E/B) @ G,REENPOINT AVE,0,1111,D,T,,,,,,2002,,0,,FAILURE TO STOP AT RED LIGHT,,,
7027088976,16716MB,NY,COM,08/31/2016,50,VAN,GMC,T,76550,36320,9020,20170331,52,52,52,363474,T201,P,0446P,,BX,F,64W,W Kingsbridge Rd,,0,408,e5,,,,,WHITE,,1986,,0,43 2,50-Crosswalk,,,
7395474612,41796JX,NY,COM,11/7/2016,14,VAN,FORD,T,21350,21230,11750,20171130,1,1,1,352079,T105,M,0518A,,NY,O,57,Gold St,,0,408,c,,YYYYYYY,,,WH,,2008,,0,P 99,14-No Standing,,,
4622919138,A79FYH,NJ,PAS,08/15/2016,36,WAGO,NISSA,V,0,0,0,0,,0,0,0,,,0921A,,BK,,,SB BOERUM PL @ SCHER,MERHORN ST,0,1180,B,T,,,,SL,,2015,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8486555334,H922CP,NY,PAS,12/7/2016,21,SUBN,FORD,T,15540,57790,8440,20170330,115,115,115,355127,T401,C,0940A,,Q,O,33-18,73rd St,,0,408,d1,,Y,0930A,1100A,WH,,2006,,0,51-A,21-No Parking (street clean),,,
8035388940,33905MG,NY,COM,09/27/2016,78,VAN,ME/BE,T,9480,5780,5880,20161231,72,72,72,345428,T802,B,1110P,,K,F,761,58th St,,0,408,k6,,YYYYYYY,0900P,0500A,WH,,2014,,0,G 31,78-Nighttime PKG on Res Street,,,
8328531434,35253MB,NY,COM,9/7/2016,48,DELV,FRUEH,T,19090,10410,25390,88888888,23,23,23,358184,T103,P,0329P,,NY,F,35,E 106th St,,0,408,e9,,,,,BROWN,,2012,,0,CC1,48-Bike Lane,,,
8494452125,ZGZ7456,PA,PAS,12/24/2016,37,PICK,FORD,T,52120,27180,27300,20171088,52,52,52,363531,T201,D,1049A,1028A,BX,O,2449,Morris Ave,,0,408,h1,,Y,0900A,0700P,BLACK,,0,201-3036,0,15 2,37-Expired Muni Meter,,,
8180549987,FTZ3310,NY,PAS,10/26/2016,71,SUBN,TOYOT,T,59430,39130,7080,20171205,66,66,66,362559,T302,J,0123P,,K,F,1080,McDonald Ave,,0,408,j6,,YYYYYYY,,,WH,,2009,,0,S 32,71A-Insp Sticker Expired (NYS),,,
8038576287,FPJ9967,NY,PAS,7/1/2016,21,SUBN,JEEP,T,19690,0,0,20170925,7,7,7,355710,T101,M,0807A,,NY,I,S,E Broadway,75ft W/of Grand St,0,408,d1,,Y  Y,0800A,0930A,RD,,2011,,0,D 10,21-No Parking (street clean),,,
8210029630,GZP1164,NY,PAS,10/2/2016,14,SUBN,FORD,T,43890,0,0,20171031,110,110,110,331965,T401,N,1243P,,Q,I,S,Elmhurst Ave,5ft E/of Broadway,0,408,c,,YYYYYYY,,,WH,,2016,,0,G-AM,14-No Standing,,,
4626261486,HCB4804,NY,PAS,11/9/2016,36,4DSD,BMW,V,0,0,0,0,,0,0,0,,,1244P,,QN,,,NB SPRINGFELD BV. ME,RRICK BV- 193 ST,0,1180,B,T,,,,BL,,2001,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8025190250,6CD0435,MD,PAS,8/1/2016,21,SUBN,CHEVR,T,20390,0,0,20161088,115,115,115,357781,T401,S,1015A,,Q,I,W,110th St,25ft N/of Northern B,0,408,d1,,Y,0930A,1100A,GREY,,0,,0,45 4,21-No Parking (street clean),,,
8155551684,GJW7019,NY,PAS,10/31/2016,68,4DSD,TOYOT,T,13230,0,0,20170822,88,88,88,347470,T301,E,0135P,,K,I,E,Ashland Pl,70ft S/of Willoughby,0,408,a1,,,,,GY,,2005,,0,06 3,68-Not Pkg. Comp. w Psted Sign,,,
7811859970,SYU54K,NJ,PAS,8/2/2016,21,4DSD,HONDA,T,27790,0,0,88888888,23,23,23,341195,T103,B,0852A,,NY,I,E,Park Ave,20ft N/of E 112th St,0,408,d1,,Y  Y,0830A,1000A,GREEN,,0,,0,A 77,21-No Parking (street clean),,,
8492501947,EBN5302,NY,PAS,12/12/2016,38,4DSD,TOYOT,T,26790,0,0,20170815,5,5,5,362546,T105,C,0432P,,NY,I,W,Mott St,45ft N/of Elizabeth,0,408,h1,,Y,0800A,1000P,NO,,1998,,0,70,38-Failure to Display Muni Rec,,,
8262524391,HJE4049,NY,PAS,09/15/2016,71,4DSD,DODGE,T,33090,62200,49890,20180717,100,100,100,363506,T402,P,0322P,,Q,F,151,Beach 91st St,,0,408,j6,,,,,GY,,2016,,0,V 42,71-Insp. Sticker Missing (NYS,,,
8128557233,AYW3893,NY,PAS,10/11/2016,21,SUBN,CHEVR,T,75080,56520,43120,20180426,50,50,50,354050,T201,O,0810A,,BX,O,545,W 236th St,,0,408,d1,,Y,0800A,0830A,GY,,2004,,0,C 21,21-No Parking (street clean),,,
4624388793,GYR7945,NY,OMS,09/29/2016,36,4DSD,KIA,V,0,0,0,0,,0,0,0,,,1243P,,BK,,,SB CROPSEY AVE @ BAY,35TH ST,0,1180,B,T,,,,BK,,2015,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8021847165,GGS5696,NY,PAS,10/31/2016,20,SUBN,JEEP,T,13430,20530,64330,20170602,84,84,84,357368,T301,Y,0106P,,K,O,440,Atlantic Ave,,0,408,d,,YYYYYYY,,,BL,,2003,,0,01 3,20A-No Parking (Non-COM),,,
4624797292,P520XE,NY,PAS,10/7/2016,36,4DSD,HYUND,V,0,0,0,0,,0,0,0,,,1234P,,QN,,,SB SPRINGFIELD BLVD,@ 143RD AVE,0,1180,B,T,,,,RD,,2007,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8220533330,GTS3664,NY,PAS,10/13/2016,38,2DSD,SMART,T,50990,10790,5690,20181031,108,108,108,357323,T401,N,0231P,,Q,F,Oct-63,Jackson Ave,,0,408,h1,,Y,0900A,0700P,GY,,2015,,0,P 41,38-Failure to Display Muni Rec,,,
8229040989,HHG8336,NY,PAS,11/1/2016,37,4DSD,CHEVR,T,15490,40404,40404,20180628,112,112,112,363124,T402,H,0431P,0353P,Q,O,108-25,73rd Rd,,0,408,h1,,Y,0830A,0700P,RD,,1993,405-3067,0,09 4,37-Expired Muni Meter,,,
4624140760,FYC9250,NY,PAS,09/27/2016,36,4DSD,HONDA,V,0,40404,40404,0,,0,0,0,,,1001A,,BK,,,NB KINGS HWY @ AVE N,,0,1180,B,T,,,,BK,,2015,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
5093417099,HGL7873,NY,PAS,9/7/2016,7,4DSD,HONDA,V,0,0,0,0,,0,0,0,,,0532P,,BK,,,ATLANTIC AVE (E/B) @,LOGAN ST,0,1111,D,T,,,,TN,,2005,,0,,FAILURE TO STOP AT RED LIGHT,,,
8126034804,DPK6399,NY,PAS,11/2/2016,37,4DSD,TOYOT,T,10210,17550,17570,20180514,13,13,13,363941,T102,K,0208P,1257P,NY,F,396,3rd Ave,,0,408,h1,,Y,0830A,1000P,GY,,2010,144-3715,0,21 6,37-Expired Muni Meter,,,
1415295803,GKB7086,NY,PAS,10/27/2016,51,VAN,HONDA,P,18630,69230,63030,20170908,79,79,79,957871,79,0,1141A,,K,F,814,BEDFORD AVE,,0,408,K2,,BBBBBBB,ALL,ALL,BLACK,0,2014,-,0,,,,,
4622586101,KCG3288,PA,PAS,07/28/2016,36,SW,ROVER,V,0,0,0,0,,0,0,0,,,1026A,,BK,,,NB 4 AV. OVINGTN AV,- 65 ST,0,1180,B,T,,,,,,2010,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
